filename;text;word_count;note_bert_intimité;note_bert_fertilité du language;note_bert_fluidité;note_bert_émotions;note_bert_imaginaire;note_bert_ expert;note_bert_Vulnerable;note_bert_difficulté verbalisation;cluster;residual
Entretien 01 24.10.03 01_traitement_A;Et du coup, on vient le remettre à l'intérieur.;9;5.13;0.74;1.47;1.28;1.07;2.53;1.41;1.23;3.0;0.39880000000000226
Entretien 01 24.10.03 01_traitement_A;C'est ça.;2;4.76;1.3;0.73;0.94;1.11;0.69;0.63;0.85;4.0;-0.0035999999999942744
Entretien 01 24.10.03 01_traitement_A;Du coup, on réutilise après quand il y a un problème ou une casse quelque part.;16;3.57;1.31;1.64;1.03;2.1;3.1;2.57;1.5;2.0;-0.10359999999999614
Entretien 01 24.10.03 01_traitement_A;Sinon...;1;2.6;1.31;1.45;2.62;1.63;0.03;1.44;1.75;3.0;-1.3574999999999986
Entretien 01 24.10.03 01_traitement_A;Sinon, non.;2;3.43;1.21;1.19;1.46;1.25;0.47;1.64;1.31;3.0;-0.06630000000000313
Entretien 01 24.10.03 01_traitement_A;En fait, chaque outil...;4;2.38;0.6;0.78;1.43;0.94;0.49;1.06;2.46;4.0;-0.7207999999999988
Entretien 01 24.10.03 01_traitement_A;Là, en tout cas, il n'y a rien qui me vient où je me dis que je réutilise mon couteau à plomb pour autre chose que couper du plomb.;29;4.97;2.14;1.73;2.01;0.78;6.26;1.33;1.05;1.0;0.13299999999999113
Entretien 01 24.10.03 01_traitement_A;Ah si.;2;4.12;1.24;1.28;2.09;1.57;0.0;2.28;1.64;3.0;0.05389999999999784
Entretien 01 24.10.03 01_traitement_A;Par exemple, le couteau à plomb.;6;0.45;0.76;0.52;0.5;0.52;3.06;0.91;1.02;0.0;-0.5640000000000012
Entretien 01 24.10.03 01_traitement_A;Mais là, du coup, c'est au moment de la pose où on va en chantier pour le poser.;18;3.82;1.5;1.53;1.72;1.1;3.77;1.28;1.52;3.0;-0.14059999999999695
Entretien 01 24.10.03 01_traitement_A;Là, on a besoin à nouveau du couteau à plomb.;10;1.35;0.62;0.57;0.73;0.6;3.37;0.98;0.78;0.0;-0.5667
Entretien 01 24.10.03 01_traitement_A;Par exemple, s'il n'est pas au bonne mesure le vitrail.;10;2.54;1.27;0.94;0.75;0.8;3.35;1.7;1.33;0.0;0.09030000000000227
Entretien 01 24.10.03 01_traitement_A;On vient couper les ailes du plomb avec le couteau à plomb du coup.;14;1.16;1.27;0.82;0.7;0.45;5.23;0.93;1.22;0.0;-0.9214
Entretien 01 24.10.03 01_traitement_A;Et ça s'appelle doler.;4;4.23;1.16;1.04;0.87;1.45;2.87;1.02;1.27;2.0;0.34279999999999733
Entretien 01 24.10.03 01_traitement_A;Du coup, ça aussi, on réutilise peut-être après.;8;2.19;0.56;0.9;1.28;0.65;1.99;1.7;1.26;4.0;-0.4659999999999984
Entretien 01 24.10.03 01_traitement_A;Où on prend, on tapote.;5;4.03;1.99;1.72;1.74;1.13;2.3;1.86;1.21;3.0;-0.20339999999999492
Entretien 01 24.10.03 01_traitement_A;C'est un peu un outil qui nous sert aussi en chantier.;11;2.88;0.66;0.64;1.38;1.21;2.57;1.08;0.89;4.0;-0.11809999999999654
Entretien 01 24.10.03 01_traitement_A;Du coup, c'est pas pendant le processus de création d'un vitrail.;11;3.32;0.83;0.54;0.99;0.75;2.49;1.34;1.0;4.0;0.4856999999999996
Entretien 01 24.10.03 01_traitement_A;C'est au moment où on va le poser.;8;4.6;2.63;2.7;1.11;1.38;4.41;2.11;1.9;2.0;0.8638999999999974
Entretien 01 24.10.03 01_traitement_A;Donc, et qu’il y a un petit souci.;8;4.87;0.91;1.62;2.26;1.35;1.54;5.74;2.61;3.0;0.1355999999999966
Entretien 01 24.10.03 01_traitement_A;On achète des feuilles de verre qui sont toutes faites.;10;0.62;1.06;1.11;0.8;0.84;2.26;1.19;0.95;0.0;-0.6911000000000019
Entretien 01 24.10.03 01_traitement_A;Le vitrailiste, il ne souffle pas ses pièces.;8;3.06;0.86;0.95;1.31;1.18;2.0;2.14;1.2;4.0;-0.2708000000000004
Entretien 01 24.10.03 01_traitement_A;Alors, ce qu'il peut faire, c'est qu'il peut le peindre, qu'il peut le décorer, qu'il peut le graver.;18;5.0;5.37;4.85;2.21;1.58;5.95;3.5;1.19;1.0;-0.42689999999999717
Entretien 01 24.10.03 01_traitement_A;Il peut faire plein de choses en décoration.;8;2.48;0.94;1.09;1.33;1.27;4.48;1.93;1.02;4.0;-0.5159999999999991
Entretien 01 24.10.03 01_traitement_A;Mais par contre, le faire, ça n'a pas grand intérêt.;10;5.0;0.85;0.88;2.17;1.01;2.09;3.75;1.64;3.0;0.28830000000000133
Entretien 01 24.10.03 01_traitement_A;On l'achète tout fait, comme ça en fait.;8;2.74;0.68;0.76;1.47;0.98;2.85;0.55;0.87;3.0;-0.3852000000000011
Entretien 01 24.10.03 01_traitement_A;Oui, quand même, parce que du coup, il y a une ligne comme ça que tu crées en faisant ton montage.;21;4.95;0.92;1.26;1.0;1.5;3.96;1.75;1.25;2.0;0.5584000000000051
Entretien 01 24.10.03 01_traitement_A;Ça peut être une viterie ou ça peut être quelque chose avec des courbes.;14;2.55;2.54;1.62;1.72;1.86;3.63;1.67;0.93;4.0;-0.634300000000005
Entretien 01 24.10.03 01_traitement_A;Et en fait, je ne sais pas, tu vois un pied, selon les peintures, selon les vitraux, et puis tu te poses des questions, tu penses à ta vie.;29;5.0;2.07;2.06;1.3;2.56;4.15;1.59;1.15;2.0;0.4609999999999994
Entretien 01 24.10.03 01_traitement_A;Et il y a aussi un moment qui est très méditatif, mais ça, ce n'est pas pendant la mise en plomb, ni la coupe, ni la restauration.;27;5.85;2.08;1.49;5.99;1.68;5.35;1.09;0.75;1.0;0.4137000000000022
Entretien 01 24.10.03 01_traitement_A;C'est le moment du masticage.;5;3.27;1.44;0.84;0.7;1.0;4.09;1.89;1.06;0.0;0.1910999999999996
Entretien 01 24.10.03 01_traitement_A;Le masticage, c'est quand on prend du mastic, c'est de l'huile de lin et du blanc de meudon qu'on mélange, ça fait une pâte.;24;2.22;2.52;1.32;0.94;0.9;4.98;1.08;0.77;4.0;-0.3545999999999996
Entretien 01 24.10.03 01_traitement_A;Et avec un gros pinceau, on vient le mettre à l'intérieur des ailes du plomb.;15;2.47;0.9;0.94;0.72;0.65;4.06;1.01;0.58;0.0;0.17000000000000037
Entretien 01 24.10.03 01_traitement_A;Et en fait, ça permet la solidité et l'étanchéité du vitrail.;11;2.37;0.85;0.75;0.65;0.84;3.57;1.28;1.0;0.0;0.08999999999999808
Entretien 01 24.10.03 01_traitement_A;On les séchait normalement pendant deux semaines, plus ou moins.;10;1.47;0.63;1.1;0.93;0.83;1.25;1.08;1.12;0.0;-0.6721999999999995
Entretien 01 24.10.03 01_traitement_A;Et en fait, ce moment, c'est un moment où tu ne réfléchis pas à ton travail.;16;4.87;0.94;1.16;4.3;0.88;4.91;4.18;1.08;1.0;-0.16570000000000196
Entretien 01 24.10.03 01_traitement_A;C'est juste, tu fais et tu n'as pas besoin de réflexion puisqu'il n'y a pas de risque de casse.;19;5.02;1.14;1.31;1.91;1.58;3.36;3.95;1.34;3.0;0.030100000000004457
Entretien 01 24.10.03 01_traitement_A;Enfin, si tu fais ça délicatement, il n'y a pas de risque de casse, il n'y a pas de risque de...;21;4.23;0.88;1.53;2.41;1.56;1.67;3.59;2.9;3.0;-0.1901000000000037
Entretien 01 24.10.03 01_traitement_A;Il n'y a rien comme risque.;6;4.39;0.68;0.88;0.95;1.06;1.9;2.3;1.85;4.0;0.9667999999999997
Entretien 01 24.10.03 01_traitement_A;Tu es à plat, tu mets juste de la mixture.;10;3.65;0.89;1.13;0.83;0.8;2.98;1.08;0.78;0.0;0.6585999999999976
Entretien 01 24.10.03 01_traitement_A;C'est comme si tu touilles dans un saladier pour faire une pâte à crêpes.;14;1.46;0.84;0.47;0.65;0.76;4.15;0.77;1.03;0.0;-0.2651999999999999
Entretien 01 24.10.03 01_traitement_A;On ne réfléchit pas trop à ce moment-là.;8;4.45;0.8;0.93;2.4;1.06;2.07;3.22;1.17;3.0;-0.11599999999999433
Entretien 01 24.10.03 01_traitement_A;Et du coup, ce moment-là, moi, je sais que je ne pense pas à ce que je fais.;18;5.83;0.67;1.63;4.32;1.29;4.76;3.51;1.33;3.0;0.7382000000000026
Entretien 01 24.10.03 01_traitement_A;Je pense à plein de choses, mais pas à ça.;10;4.69;1.34;1.08;2.16;1.7;4.4;1.8;1.22;3.0;0.09420000000000073
Entretien 01 24.10.03 01_traitement_A;Je pense à ma vie, à ma liste de course, à plein de trucs, mais pas trop.;17;3.17;1.29;1.01;1.17;2.21;3.62;1.67;1.18;4.0;-1.0015999999999998
Entretien 01 24.10.03 01_traitement_A;Et c'est un moment où on peut plus discuter avec les collègues, etc.;13;3.73;1.08;1.53;1.83;1.66;4.25;1.46;1.31;3.0;-0.20410000000000306
Entretien 01 24.10.03 01_traitement_A;Un peu plus chouette.;4;4.96;2.05;2.84;1.76;1.75;3.99;6.32;1.52;3.0;0.07100000000000506
Entretien 01 24.10.03 01_traitement_A;Être concentrée sur sa tâche, au tout début, même si des fois, tu as des moments où tu rêvasses ou tu discutes ou quoi, là, c'est vraiment un moment où tu es comme ça et tu peux faire ce que tu veux dans ta tête.;45;5.15;4.3;2.85;1.79;2.6;4.61;1.96;1.17;1.0;-0.188599999999993
Entretien 01 24.10.03 01_traitement_A;Ok.;1;3.26;1.3;1.67;1.52;2.27;0.0;1.57;1.22;4.0;4.440892098500626e-15
Entretien 01 24.10.03 01_traitement_A;Mais des fois …;4;4.29;1.07;1.6;2.44;1.51;0.88;3.48;2.22;3.0;-0.23310000000000652
Entretien 01 24.10.03 01_traitement_A;Moi, j'essaie de ne pas trop le torturer.;8;5.25;1.43;2.18;1.94;0.98;2.41;5.64;1.26;3.0;0.13619999999999965
Entretien 01 24.10.03 01_traitement_A;Parce que quand je vois des fois des plombs, des gens qui apprennent ou des apprentis qui ne font pas ça souvent et du coup, ils sont tout débutants là-dedans, le pauvre plomb torturé, il a été maltraité.;38;5.84;2.37;1.97;3.7;3.32;2.74;1.5;1.08;1.0;0.09730000000000594
Entretien 01 24.10.03 01_traitement_A;C'est rigolo parce que ça me fait penser à un moment où, quand j'étais dans mon entreprise à Bruxelles, ou quand on reprenait des vieux vitraux pour les restaurer, ma maître d'apprentissage elle me disait, il est bien malade celui-là, il faut bien le guérir.;45;6.23;4.8;3.4;6.73;1.85;6.67;2.92;1.16;1.0;-0.02680000000000593
Entretien 01 24.10.03 01_traitement_A;Mais comme si c'était un peu une personne et du coup, on en prenait soin vraiment comme quelqu'un de malade.;20;5.26;1.33;1.87;2.97;0.96;4.18;2.55;1.39;1.0;0.24340000000000117
Entretien 01 24.10.03 01_traitement_A;C'est une parenthèse, ça me fait penser du coup à ça.;11;2.93;0.74;0.48;1.01;0.67;1.86;1.67;0.92;4.0;-0.06780000000000319
Entretien 01 24.10.03 01_traitement_A;Mais sinon, le plomb, quand je le découpe pour faire les onglets, là je me dis, il doit un peu souffrir.;21;5.18;2.46;2.37;1.2;1.16;3.42;3.88;1.31;2.0;0.03949999999999765
Entretien 01 24.10.03 01_traitement_A;Parce que du coup, je coupe ses ailes, c'est un peu ça, je coupe ses ailes et je le plie, je le tord, et du coup, c'est un peu trash, ça fait vraiment un angle.;35;5.27;3.78;2.64;1.25;5.07;4.26;2.79;1.23;2.0;0.1666000000000052
Entretien 01 24.10.03 01_traitement_A;C'est pas une courbe, c'est pas doux, c'est un angle.;10;2.82;1.77;1.56;0.75;2.01;3.99;2.33;1.05;0.0;-0.3077999999999963
Entretien 01 24.10.03 01_traitement_A;Dans ce moment-là, je me dis, ça fait mal, j'essaie de le faire gentiment, lentement.;15;6.05;1.79;2.48;5.98;1.37;4.85;4.15;1.21;1.0;0.08969999999999878
Entretien 01 24.10.03 01_traitement_A;Sinon, quand je le tord pour faire des courbes et des lignes, on voit ça comme un peu un serpent qui se déplace et c'est doux à ce moment-là.;29;5.48;3.44;2.85;1.57;3.75;5.25;1.79;1.0;1.0;0.09889999999999688
Entretien 01 24.10.03 01_traitement_A;J'ai l'impression qu'il apprécie le plomb.;6;4.66;1.03;1.26;1.24;1.07;1.63;1.05;0.98;4.0;0.5469999999999997
Entretien 01 24.10.03 01_traitement_A;Et aussi, quand il y a un autre moment, j'avais pensé.;11;5.43;1.28;1.46;3.58;2.56;1.64;3.18;1.35;1.0;-0.08310000000000084
Entretien 01 24.10.03 01_traitement_A;Du coup, les angles, les courbes, quand on le tire, parce qu'il y a des gens qui tirent le plomb pour le rendre bien droit, dans ces moments-là, c'est comme si je m'étirais le corps et comme si on m'étendait un peu comme un linge et qu'il souffrait un peu.;50;5.68;4.84;4.8;2.06;5.07;5.46;3.28;1.04;1.0;-0.21010000000000062
Entretien 01 24.10.03 01_traitement_A;Mais des fois, c'est vrai que je me mets à la place du matériau, c'est vrai, l'air de rien.;19;6.29;1.97;1.91;3.95;3.8;3.79;4.49;1.37;1.0;0.18349999999999955
Entretien 01 24.10.03 01_traitement_A;Et sinon, pour la coupe aussi, la coupe du verre, puisque les deux vont ensemble, il y a des moments où, quand on entend qu'il n'y a pas d'huile de coupe, ça crise comme ça.;35;4.09;3.1;1.6;1.08;0.98;3.64;0.84;0.83;2.0;0.1721999999999997
Entretien 01 24.10.03 01_traitement_A;Ça crise, ce n'est pas agréable comme bruit.;8;2.91;0.77;0.91;2.21;0.98;2.34;1.55;1.19;3.0;-0.41080000000000183
Entretien 01 24.10.03 01_traitement_A;On dit que quand on coupe, le verre chante.;9;4.32;2.02;1.9;0.96;0.72;2.2;0.95;0.89;2.0;0.34510000000000485
Entretien 01 24.10.03 01_traitement_A;Et quand ça crise, là, ça fait un peu souffrir l'oreille.;11;5.02;2.09;2.17;2.11;1.43;3.38;3.03;1.43;1.0;0.008700000000004593
Entretien 01 24.10.03 01_traitement_A;Tu te dis, ouh là, le pauvre verre.;8;3.0;1.34;1.12;1.18;0.46;2.41;1.46;1.13;4.0;0.0686
Entretien 01 24.10.03 01_traitement_A;Mais quand il chante bien, ça, c'est agréable.;8;5.55;2.15;1.59;2.96;1.18;2.03;3.9;1.69;1.0;0.5181999999999993
Entretien 01 24.10.03 01_traitement_A;Il va être tout droit, il va être bien coupé.;10;4.13;0.92;1.07;3.44;1.01;1.69;2.59;1.78;3.0;-0.24139999999999873
Entretien 01 24.10.03 01_traitement_A;C'est un peu ça.;4;4.63;0.92;0.77;1.46;2.57;1.24;2.76;0.83;3.0;-0.08629999999999693
Entretien 01 24.10.03 01_traitement_A;Si tu as d'autres questions, n'hésite pas.;7;4.15;0.57;0.93;1.57;0.62;1.0;2.77;1.39;3.0;-0.03079999999999572
Entretien 01 24.10.03 02_traitement_A;Moi, je suis professionnel artisan.;5;1.96;0.7;0.68;0.79;0.81;7.08;1.49;1.01;0.0;-0.3493000000000013
Entretien 01 24.10.03 02_traitement_A;Et là, du coup, je forme à mi-temps.;8;0.68;0.74;0.97;0.5;0.92;5.83;1.37;0.94;0.0;-0.6243000000000017
Entretien 01 24.10.03 02_traitement_A;Depuis 3 ans.;3;3.89;0.94;0.93;0.94;0.84;0.81;0.68;0.83;4.0;-0.06829999999999403
Entretien 01 24.10.03 02_traitement_A;Je suis rentré en apprentissage il y a 5 ans.;10;4.01;0.95;1.15;1.64;1.24;2.09;1.62;1.73;3.0;-0.046699999999996855
Entretien 01 24.10.03 02_traitement_A;Et j'estime que quand on commence à mettre les mains dans le métier, même en tant qu'apprenti, on est dedans, on commence à être professionnel.;25;3.53;1.34;1.62;3.82;1.49;5.58;0.93;0.84;3.0;-0.529399999999995
Entretien 01 24.10.03 02_traitement_A;Enfin, on ne sort pas du travail de pro, mais on est dedans, on bosse avec la matière.;18;2.31;0.81;1.68;0.7;0.86;4.29;0.88;0.97;0.0;0.022999999999999243
Entretien 01 24.10.03 02_traitement_A;Et au même titre que les collègues qui sont dedans depuis plus d'années que nous.;15;3.2;0.51;1.06;1.22;1.51;2.83;0.33;1.09;4.0;-0.05899999999999617
Entretien 01 24.10.03 02_traitement_A;Mais j'estime que lorsqu'on rentre dans le métier, on est vite dedans.;12;4.2;0.78;1.75;2.88;1.23;1.72;1.33;1.12;3.0;-0.19199999999999573
Entretien 01 24.10.03 02_traitement_A;En tout cas, moi, ça fait 5 ans que je suis dans le vitrail et je compte mes 2 années d'apprentissage dedans.;22;3.69;0.88;0.92;1.09;0.72;1.2;0.94;0.73;4.0;-0.10419999999999918
Entretien 01 24.10.03 02_traitement_A;Une journée de travail, dans le vitrail, c'est un métier où il y a plein d'étapes différentes.;17;1.36;0.87;0.71;0.94;0.73;2.66;0.9;0.57;4.0;-1.276
Entretien 01 24.10.03 02_traitement_A;Donc, les journées sont rarement les mêmes.;7;1.59;0.31;0.56;0.68;0.78;1.07;1.19;1.16;0.0;-0.22410000000000152
Entretien 01 24.10.03 02_traitement_A;Sauf quand on bosse sur la même étape pendant des semaines.;11;0.92;0.38;1.03;0.67;0.59;1.08;1.06;4.7;0.0;-0.5443999999999997
Entretien 01 24.10.03 02_traitement_A;[Interruption de personnes hors entretien];5;2.3;0.81;0.85;1.03;1.09;1.75;2.06;1.55;4.0;-0.12420000000000364
Entretien 01 24.10.03 02_traitement_A;Est-ce que tu as des attentes un peu quant à cette question ?;13;0.58;0.65;0.76;2.71;0.75;0.8;3.14;1.72;3.0;-1.7610000000000028
Entretien 01 24.10.03 02_traitement_A;Ok.;1;3.26;1.3;1.67;1.52;2.27;0.0;1.57;1.22;4.0;4.440892098500626e-15
Entretien 01 24.10.03 02_traitement_A;Parce que...;2;4.29;1.4;3.21;3.33;3.94;0.02;1.79;2.29;3.0;-0.08110000000000639
Entretien 01 24.10.03 02_traitement_A;Je peux avoir tendance à divaguer, à partir dans des trucs qui...;12;0.19;2.05;3.14;2.12;4.91;2.72;1.13;2.91;1.0;-4.662399999999999
Entretien 01 24.10.03 02_traitement_A;[Interruption de personnes hors entretien];5;2.3;0.81;0.85;1.03;1.09;1.75;2.06;1.55;4.0;-0.12420000000000364
Entretien 01 24.10.03 02_traitement_A;Comme je disais, il n'y a pas vraiment de journée type.;11;1.1;0.62;0.56;0.73;0.81;1.52;1.52;0.62;0.0;-1.2320999999999982
Entretien 01 24.10.03 02_traitement_A;Après, il y a quand même une routine dans le sens où on va à l'atelier, on s'habille et on se met au boulot.;24;3.55;1.71;1.89;1.06;1.67;3.28;1.0;0.61;2.0;-0.10060000000000402
Entretien 01 24.10.03 02_traitement_A;Mais...;1;3.32;1.02;1.53;3.17;1.68;0.0;1.77;2.29;3.0;-0.021699999999994724
Entretien 01 24.10.03 02_traitement_A;Je ne saurais pas trop...;5;3.19;0.97;1.04;2.63;1.48;0.3;2.66;2.44;3.0;-1.3665000000000007
Entretien 01 24.10.03 02_traitement_A;Ouais, il n'y a pas de...;6;4.71;1.01;1.26;1.18;1.58;0.18;2.4;2.3;2.0;0.47350000000000314
Entretien 01 24.10.03 02_traitement_A;Toutes les étapes.;3;1.39;0.81;0.73;0.63;1.11;0.36;0.82;0.71;0.0;-0.5106999999999984
Entretien 01 24.10.03 02_traitement_A;Il y a des jours où on va faire du tracé.;11;1.77;0.74;0.72;0.85;1.04;1.89;1.23;0.89;0.0;-0.3032000000000017
Entretien 01 24.10.03 02_traitement_A;On va tracer le vitrail sur le papier pour pouvoir le découper sur du verre.;15;1.17;1.34;1.53;0.64;0.68;4.98;0.91;1.36;0.0;-0.2432000000000003
Entretien 01 24.10.03 02_traitement_A;Pendant plusieurs jours, on va faire des tracés.;8;1.8;0.53;0.81;0.97;1.15;1.79;0.97;0.87;4.0;-0.5234000000000034
Entretien 01 24.10.03 02_traitement_A;Ensuite, on va découper les calibres.;6;1.92;0.63;1.16;0.67;1.09;1.89;1.68;1.52;0.0;-0.9276999999999989
Entretien 01 24.10.03 02_traitement_A;Après on va se servir ces calibres pour couper les pièces de verre.;13;0.81;0.91;1.5;0.64;0.72;2.86;0.89;1.14;0.0;-1.421399999999998
Entretien 01 24.10.03 02_traitement_A;Après, à nouveau, on va faire plusieurs journées de coupe de verre.;12;1.84;0.63;1.03;0.87;0.6;1.51;1.03;0.89;0.0;-0.2988000000000015
Entretien 01 24.10.03 02_traitement_A;D'une certaine manière, il y a des journées type qui se mettent en place peut-être à des échelles de semaine.;20;0.85;0.62;0.87;0.86;1.17;2.78;1.54;0.88;0.0;-0.7133999999999975
Entretien 01 24.10.03 02_traitement_A;On fait une semaine de coupe de verre.;8;1.11;0.83;0.76;0.65;0.6;1.5;1.16;0.81;0.0;-0.2597999999999996
Entretien 01 24.10.03 02_traitement_A;Après, on va faire une semaine de peinture.;8;1.64;0.72;1.04;0.72;0.89;1.34;0.98;0.79;0.0;-0.46739999999999715
Entretien 01 24.10.03 02_traitement_A;On va peindre ces pièces.;5;0.47;0.85;0.95;0.84;0.74;2.76;1.58;0.98;0.0;-1.797999999999999
Entretien 01 24.10.03 02_traitement_A;Après, ça va être le sertissage.;6;2.08;0.64;0.77;1.13;0.85;1.17;1.28;1.07;4.0;-0.6547000000000023
Entretien 01 24.10.03 02_traitement_A;Il y a une journée type, peut-être, pour chaque étape.;10;0.53;0.86;0.65;0.67;0.78;3.12;0.74;0.97;0.0;-1.3625999999999994
Entretien 01 24.10.03 02_traitement_A;Et donc, chaque étape, chaque matière différente.;7;2.59;0.76;1.1;0.88;1.17;2.58;0.89;0.99;0.0;-0.013299999999998757
Entretien 01 24.10.03 02_traitement_A;Comme je disais, on commence avec du dessin.;8;1.38;0.88;1.32;0.69;0.98;3.07;1.38;0.9;0.0;-0.46089999999999853
Entretien 01 24.10.03 02_traitement_A;On vient faire notre dessin sur du papier canson.;9;0.48;0.76;0.73;0.75;0.63;3.71;1.1;1.56;0.0;-0.46960000000000035
Entretien 01 24.10.03 02_traitement_A;Ensuite, on va le découper pour faire les calibres.;9;1.64;0.53;1.05;0.53;0.9;2.36;1.26;1.26;0.0;-0.38329999999999953
Entretien 01 24.10.03 02_traitement_A;On a un matériau qui est assez...;7;2.21;1.67;1.09;2.29;2.15;1.2;2.57;2.45;3.0;-2.3056999999999963
Entretien 01 24.10.03 02_traitement_A;C'est du papier, donc c'est assez fragile.;7;1.54;0.93;0.99;0.79;0.6;3.46;1.81;1.1;0.0;-0.38649999999999896
Entretien 01 24.10.03 02_traitement_A;Mais en même temps, on peut faire ce qu'on veut avec.;11;6.46;3.02;2.76;5.95;1.49;3.38;2.05;1.02;1.0;0.7990000000000013
Entretien 01 24.10.03 02_traitement_A;La semaine d'après, on passe à du verre.;8;3.04;0.9;1.08;1.37;1.5;1.04;0.99;0.85;4.0;-0.48869999999999925
Entretien 01 24.10.03 02_traitement_A;C'est un autre rapport qu'on a à la matière puisqu'il est plus froid, il est plus sensible.;17;7.26;6.38;4.53;3.19;3.9;4.38;0.92;0.75;1.0;0.16300000000000647
Entretien 01 24.10.03 02_traitement_A;Il y a une manière de travailler le verre pour pouvoir le couper correctement, faire des coupes assez techniques.;19;1.2;5.62;5.5;0.85;0.76;8.08;1.22;1.08;0.0;-0.9780999999999971
Entretien 01 24.10.03 02_traitement_A;Il y a ces équilibres de masse et de tension dans la matière pour arriver à nos fins.;18;1.3;3.42;4.15;0.44;1.56;5.99;2.02;0.92;0.0;-0.8833000000000026
Entretien 01 24.10.03 02_traitement_A;Chaque verre a ses propriétés.;5;1.23;1.6;1.56;0.87;0.71;1.8;0.87;0.93;4.0;-1.9684000000000004
